id,PES1
5795,1
5796,1
5797,1
5798,1
5799,2
5800,1
5801,1
5802,2
5803,1
5804,2
5805,2
5806,1
5807,1
5808,1
5809,1
5810,1
5811,1
5812,1
5813,1
5814,1
5815,2
5816,1
5817,1
5818,2
5819,1
5820,1
5821,1
5822,1
5823,1
5824,1
5825,1
5826,1
5827,1
5828,2
5829,1
5830,1
5831,1
5832,1
5833,2
5834,2
5835,1
5836,1
5837,1
5838,2
5839,1
5840,2
5841,1
5842,1
5843,1
5844,1
5845,2
5846,1
5847,1
5848,1
5849,1
5850,1
5851,1
5852,2
5853,1
5854,1
5855,1
5856,1
5857,1
5858,1
5859,2
5860,2
5861,1
5862,1
5863,1
5864,2
5865,1
5866,1
5867,1
5868,1
5869,1
5870,1
5871,2
5872,2
5873,1
5874,1
5875,1
5876,1
5877,2
5878,1
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,1
5894,1
5895,1
5896,2
5897,1
5898,1
5899,1
5900,1
5901,2
5902,1
5903,2
5904,1
5905,2
5906,2
5907,1
5908,2
5909,1
5910,1
5911,2
5912,2
5913,2
5914,1
5915,2
5916,1
5917,1
5918,1
5919,1
5920,2
5921,1
5922,1
5923,2
5924,2
5925,1
5926,2
5927,1
5928,1
5929,1
5930,2
5931,1
5932,1
5933,1
5934,1
5935,2
5936,2
5937,1
5938,1
5939,1
5940,1
5941,1
5942,2
5943,2
5944,2
5945,1
5946,1
5947,2
5948,1
5949,2
5950,1
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,1
5958,1
5959,1
5960,1
5961,1
5962,1
5963,1
5964,2
5965,1
5966,2
5967,1
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,1
5975,1
5976,1
5977,2
5978,2
5979,2
5980,1
5981,1
5982,1
5983,2
5984,1
5985,1
5986,1
5987,1
5988,2
5989,1
5990,2
5991,1
5992,1
5993,2
5994,1
5995,1
5996,1
5997,1
5998,1
5999,1
6000,1
6001,1
6002,2
6003,1
6004,1
6005,1
6006,1
6007,2
6008,1
6009,2
6010,1
6011,1
6012,2
6013,1
6014,1
6015,1
6016,1
6017,2
6018,1
6019,1
6020,1
6021,1
6022,2
6023,1
6024,2
6025,1
6026,1
6027,2
6028,1
6029,1
6030,1
6031,2
6032,2
6033,1
6034,1
6035,1
6036,2
6037,2
6038,1
6039,1
6040,2
6041,1
6042,2
6043,1
6044,1
6045,1
6046,1
6047,1
6048,1
6049,1
6050,1
6051,1
6052,1
6053,1
6054,1
6055,1
6056,2
6057,1
6058,1
6059,1
6060,2
6061,1
6062,1
6063,2
6064,1
6065,1
6066,1
6067,1
6068,1
6069,1
6070,1
6071,1
6072,1
6073,1
6074,1
6075,2
6076,2
6077,2
6078,1
6079,2
6080,2
6081,1
6082,2
6083,1
6084,1
6085,1
6086,1
6087,1
6088,2
6089,1
6090,1
6091,1
6092,1
6093,2
6094,1
6095,1
6096,1
6097,1
6098,1
6099,1
6100,1
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,2
6108,1
6109,2
6110,1
6111,1
6112,1
6113,1
6114,1
6115,1
6116,1
6117,1
6118,1
6119,1
6120,2
6121,1
6122,1
6123,2
6124,2
6125,1
6126,2
6127,1
6128,2
6129,1
6130,1
6131,2
6132,1
6133,2
6134,1
6135,2
6136,2
6137,2
6138,1
6139,1
6140,1
6141,1
6142,1
6143,2
6144,1
6145,1
6146,1
6147,1
6148,1
6149,2
6150,1
6151,2
6152,1
6153,2
6154,1
6155,1
6156,2
6157,2
6158,1
6159,2
6160,1
6161,1
6162,2
6163,1
6164,1
6165,1
6166,1
6167,2
6168,1
6169,1
6170,1
6171,1
6172,1
6173,1
6174,1
6175,2
6176,1
6177,1
6178,1
6179,2
6180,1
6181,1
6182,1
6183,1
6184,1
6185,1
6186,1
6187,1
6188,1
6189,1
6190,1
6191,2
6192,1
6193,1
6194,1
6195,2
6196,2
6197,1
6198,1
6199,2
6200,2
6201,1
6202,1
6203,2
6204,1
6205,1
6206,1
6207,2
6208,2
6209,1
6210,1
6211,1
6212,1
6213,2
6214,1
6215,1
6216,1
6217,2
6218,2
6219,1
6220,2
6221,1
6222,1
6223,2
6224,1
6225,1
6226,2
6227,2
6228,2
6229,1
6230,2
6231,2
6232,2
6233,1
6234,1
6235,1
6236,1
6237,2
6238,1
6239,1
6240,1
6241,1
6242,1
6243,1
6244,2
6245,2
6246,1
6247,1
6248,1
6249,1
6250,2
6251,1
6252,2
6253,2
6254,1
6255,2
6256,1
6257,1
6258,1
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,2
6266,1
6267,1
6268,2
6269,2
6270,2
6271,2
6272,2
6273,1
6274,2
6275,1
6276,1
6277,2
6278,1
6279,1
6280,1
6281,1
6282,1
6283,1
6284,2
6285,1
6286,2
6287,2
6288,1
6289,2
6290,1
6291,1
6292,1
6293,1
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,2
6301,1
6302,2
6303,1
6304,1
6305,2
6306,1
6307,1
6308,1
6309,1
6310,2
6311,1
6312,1
6313,2
6314,1
6315,1
6316,1
6317,1
6318,1
6319,1
6320,1
6321,1
6322,1
6323,2
6324,1
6325,1
6326,1
6327,1
6328,1
6329,2
6330,1
6331,2
6332,2
6333,1
6334,1
6335,1
6336,1
6337,1
6338,1
6339,1
6340,2
6341,1
6342,1
6343,1
6344,1
6345,1
6346,1
6347,1
6348,2
6349,2
6350,1
6351,2
6352,1
6353,1
6354,1
6355,1
6356,1
6357,1
6358,1
6359,1
6360,1
6361,2
6362,1
6363,1
6364,1
6365,1
6366,1
6367,2
6368,1
6369,1
6370,1
6371,2
6372,1
6373,1
6374,1
6375,1
6376,2
6377,1
6378,1
6379,1
6380,1
6381,2
6382,1
6383,1
6384,1
6385,2
6386,2
6387,1
6388,1
6389,1
6390,1
6391,1
6392,2
6393,1
6394,1
6395,1
6396,1
6397,1
6398,2
6399,1
6400,2
6401,2
6402,2
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,1
6410,1
6411,2
6412,1
6413,2
6414,1
6415,1
6416,1
6417,2
6418,1
6419,1
6420,1
6421,1
6422,1
6423,2
6424,1
6425,1
6426,1
6427,1
6428,2
6429,1
6430,1
6431,1
6432,1
6433,2
6434,2
6435,1
6436,2
6437,1
6438,1
6439,1
6440,1
6441,1
6442,1
6443,1
6444,1
6445,1
6446,1
6447,1
6448,1
6449,1
6450,2
6451,2
6452,2
6453,1
6454,1
6455,2
6456,1
6457,1
6458,1
6459,2
6460,1
6461,1
6462,1
6463,2
6464,1
6465,1
6466,1
6467,1
6468,1
6469,2
6470,1
6471,1
6472,2
6473,1
6474,2
6475,2
6476,1
6477,1
6478,2
6479,2
6480,1
6481,1
6482,1
6483,1
6484,1
6485,1
6486,2
6487,1
6488,1
6489,1
6490,2
6491,2
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6500,1
6501,1
6502,2
6503,1
6504,2
6505,1
6506,1
6507,1
6508,1
6509,1
6510,1
6511,1
6512,2
6513,1
6514,2
6515,1
6516,2
6517,2
6518,2
6519,1
6520,1
6521,1
6522,2
6523,1
6524,1
6525,1
6526,1
6527,1
6528,1
6529,1
6530,2
6531,1
6532,1
6533,1
6534,1
6535,1
6536,1
6537,1
6538,1
6539,1
6540,1
6541,2
6542,1
6543,2
6544,1
6545,1
6546,1
6547,1
6548,1
6549,1
6550,1
6551,1
6552,1
6553,2
6554,2
6555,1
6556,1
6557,1
6558,2
6559,1
6560,1
6561,1
6562,2
6563,1
6564,1
6565,2
6566,1
6567,1
6568,1
6569,1
6570,1
6571,1
6572,1
6573,1
6574,1
6575,1
6576,1
6577,1
6578,2
6579,1
6580,2
6581,2
6582,1
6583,2
6584,1
6585,1
6586,1
6587,1
6588,1
6589,2
6590,1
6591,1
6592,1
6593,2
6594,2
6595,2
6596,1
6597,1
6598,1
6599,1
6600,1
6601,1
6602,1
6603,1
6604,1
6605,2
6606,2
6607,1
6608,1
6609,1
6610,1
6611,1
6612,1
6613,1
6614,2
6615,1
6616,1
6617,1
6618,1
6619,1
6620,2
6621,1
6622,1
6623,1
6624,1
6625,1
6626,1
6627,1
6628,1
6629,1
6630,2
6631,1
6632,1
6633,2
6634,1
6635,1
6636,1
6637,2
6638,1
6639,1
6640,2
6641,1
6642,2
6643,1
6644,1
6645,1
6646,1
6647,1
6648,1
6649,2
6650,2
6651,1
6652,2
6653,1
6654,1
6655,1
6656,1
6657,1
6658,1
6659,1
6660,1
6661,1
6662,1
6663,1
6664,1
6665,2
6666,1
6667,2
6668,1
6669,2
6670,1
6671,2
6672,1
6673,1
6674,1
6675,2
6676,1
6677,1
6678,1
6679,2
6680,1
6681,1
6682,1
6683,1
6684,1
6685,2
6686,1
6687,1
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,2
6696,1
6697,1
6698,2
6699,1
6700,1
6701,1
6702,1
6703,1
6704,1
6705,2
6706,1
6707,1
6708,2
6709,1
6710,1
6711,2
6712,2
6713,1
6714,1
6715,1
6716,1
6717,1
6718,1
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,1
6729,2
6730,1
6731,1
6732,1
6733,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,2
6746,2
6747,2
6748,1
6749,1
6750,1
6751,1
6752,1
6753,1
6754,2
6755,1
6756,1
6757,1
6758,1
6759,1
6760,2
6761,2
6762,1
6763,1
6764,2
6765,1
6766,2
6767,1
6768,1
6769,2
6770,1
6771,2
6772,1
6773,2
6774,1
6775,1
6776,1
6777,1
6778,1
6779,1
6780,2
6781,1
6782,1
6783,1
6784,1
6785,1
6786,1
6787,1
6788,1
6789,1
6790,1
6791,1
6792,1
6793,1
6794,2
6795,1
6796,1
6797,2
6798,2
6799,1
6800,1
6801,2
6802,1
6803,1
6804,1
6805,1
6806,2
6807,1
6808,1
6809,1
6810,2
6811,1
6812,1
6813,2
6814,1
6815,2
6816,2
6817,1
6818,1
6819,1
6820,1
6821,1
6822,1
6823,2
6824,1
6825,1
6826,1
6827,1
6828,1
6829,2
6830,2
6831,1
6832,1
6833,2
6834,1
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,1
6843,1
6844,1
6845,2
6846,1
6847,2
6848,2
6849,1
6850,1
6851,1
6852,1
6853,1
6854,1
6855,1
6856,1
6857,1
6858,1
6859,1
6860,1
6861,1
6862,2
6863,1
6864,2
6865,1
6866,1
6867,1
6868,1
6869,1
6870,2
6871,2
6872,2
6873,1
6874,1
6875,2
6876,2
6877,1
6878,1
6879,1
6880,2
6881,1
6882,1
6883,2
6884,1
6885,1
6886,2
6887,1
6888,2
6889,2
6890,1
6891,1
6892,1
6893,1
6894,1
6895,2
6896,1
6897,1
6898,1
6899,1
6900,2
6901,1
6902,1
6903,1
6904,2
6905,1
6906,1
6907,2
6908,1
6909,1
6910,2
6911,1
6912,1
6913,2
6914,1
6915,1
6916,1
6917,1
6918,1
6919,1
6920,1
6921,1
6922,1
6923,1
6924,1
6925,1
6926,2
6927,1
6928,1
6929,2
6930,1
6931,1
6932,1
6933,1
6934,1
6935,1
6936,1
6937,1
6938,2
6939,1
6940,1
6941,1
6942,1
6943,1
6944,1
6945,1
6946,1
6947,1
6948,2
6949,1
6950,1
6951,1
6952,1
6953,1
6954,2
6955,1
6956,1
6957,2
6958,1
6959,1
6960,2
6961,1
6962,1
6963,1
6964,2
6965,1
6966,1
6967,1
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6975,1
6976,1
6977,1
6978,1
6979,1
6980,1
6981,1
6982,1
6983,2
6984,1
6985,1
6986,2
6987,1
6988,1
6989,1
6990,2
6991,1
6992,1
6993,1
6994,1
6995,1
6996,1
6997,2
6998,1
6999,1
7000,2
7001,1
7002,1
7003,1
7004,1
7005,1
7006,1
7007,2
7008,1
7009,2
7010,1
7011,1
7012,1
7013,1
7014,1
7015,1
7016,1
7017,1
7018,1
7019,1
7020,2
7021,1
7022,1
7023,1
7024,1
7025,1
7026,1
7027,2
7028,2
7029,1
7030,1
7031,2
7032,1
7033,1
7034,2
7035,1
7036,2
7037,1
7038,1
7039,2
7040,1
7041,1
7042,2
7043,1
7044,1
7045,1
7046,1
7047,1
7048,1
7049,1
7050,1
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,1
7058,1
7059,1
7060,1
7061,2
7062,1
7063,2
7064,1
7065,1
7066,2
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,1
7074,1
7075,2
7076,1
7077,1
7078,2
7079,1
7080,1
7081,1
7082,1
7083,1
7084,1
7085,1
7086,1
7087,2
7088,2
7089,2
7090,2
7091,1
7092,2
7093,2
7094,1
7095,2
7096,1
7097,2
7098,1
7099,2
7100,1
7101,1
7102,1
7103,1
7104,2
7105,1
7106,1
7107,2
7108,2
7109,1
7110,2
7111,1
7112,1
7113,1
7114,1
7115,1
7116,2
7117,1
7118,1
7119,1
7120,1
7121,1
7122,2
7123,1
7124,2
7125,1
7126,1
7127,1
7128,2
7129,1
7130,1
7131,2
7132,1
7133,1
7134,2
7135,1
7136,1
7137,1
7138,1
7139,1
7140,1
7141,2
7142,2
7143,1
7144,2
7145,1
7146,1
7147,1
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,2
7166,2
7167,1
7168,2
7169,1
7170,2
7171,1
7172,2
7173,1
7174,2
7175,1
7176,1
7177,1
7178,2
7179,1
7180,2
7181,1
7182,1
7183,1
7184,2
7185,2
7186,1
7187,1
7188,2
7189,2
7190,2
7191,1
7192,1
7193,2
7194,2
7195,1
7196,1
7197,1
7198,2
7199,1
7200,1
7201,1
7202,1
7203,1
7204,2
7205,1
7206,1
7207,2
7208,2
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,2
7216,2
7217,1
7218,1
7219,1
7220,1
7221,1
7222,2
7223,1
7224,1
7225,1
7226,1
7227,1
7228,1
7229,1
7230,1
7231,1
7232,2
7233,2
7234,1
7235,2
7236,1
7237,1
7238,1
7239,2
7240,2
7241,1
7242,2
7243,1
7244,1
7245,1
7246,1
7247,1
7248,1
7249,1
7250,1
7251,1
7252,1
7253,1
7254,2
7255,1
7256,1
7257,2
7258,1
7259,1
7260,2
7261,1
7262,2
7263,2
7264,1
7265,1
7266,1
7267,1
7268,2
7269,1
7270,1
7271,1
7272,1
7273,1
7274,2
7275,1
7276,1
7277,2
7278,1
7279,2
7280,1
7281,2
7282,1
7283,2
7284,1
7285,1
7286,1
7287,1
7288,1
7289,1
7290,1
7291,2
7292,1
7293,1
7294,1
7295,1
7296,2
7297,1
7298,1
7299,2
7300,1
7301,1
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,2
7309,1
7310,1
7311,2
7312,2
7313,1
7314,2
7315,1
7316,1
7317,1
7318,2
7319,1
7320,1
7321,1
7322,1
7323,1
7324,1
7325,1
7326,1
7327,1
7328,1
7329,1
7330,2
7331,1
7332,1
7333,2
7334,1
7335,2
7336,2
7337,2
7338,1
7339,1
7340,1
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,1
7349,2
7350,1
7351,1
7352,1
7353,1
7354,2
7355,1
7356,1
7357,1
7358,1
7359,1
7360,1
7361,2
7362,2
7363,2
7364,1
7365,2
7366,2
7367,2
7368,1
7369,1
7370,1
7371,1
7372,1
7373,1
7374,2
7375,1
7376,1
7377,1
7378,2
7379,2
7380,2
7381,1
7382,1
7383,2
7384,2
7385,1
7386,1
7387,1
7388,1
7389,1
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,2
7399,2
7400,1
7401,1
7402,1
7403,1
7404,1
7405,1
7406,1
7407,1
7408,1
7409,1
7410,1
7411,1
7412,2
7413,1
7414,2
7415,2
7416,1
7417,1
7418,1
7419,1
7420,2
7421,2
7422,1
7423,1
7424,1
7425,1
7426,2
7427,1
7428,1
7429,1
7430,1
7431,1
7432,1
7433,1
7434,2
7435,1
7436,1
7437,2
7438,1
7439,1
7440,1
7441,1
7442,1
7443,1
7444,1
7445,1
7446,2
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,2
7454,2
7455,1
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,2
7463,2
7464,1
7465,1
7466,1
7467,1
7468,1
7469,1
7470,2
7471,1
7472,1
7473,2
7474,1
7475,1
7476,1
7477,1
7478,2
7479,1
7480,1
7481,1
7482,1
7483,1
7484,1
7485,1
7486,1
7487,1
7488,1
7489,2
7490,2
7491,1
7492,1
7493,2
7494,1
7495,1
7496,1
7497,1
7498,2
7499,1
7500,2
7501,2
7502,1
7503,1
7504,2
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,1
7515,1
7516,1
7517,2
7518,1
7519,1
7520,2
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,2
7529,2
7530,1
7531,1
7532,1
7533,1
7534,1
7535,1
7536,1
7537,1
7538,2
7539,2
7540,1
7541,1
7542,1
7543,1
7544,1
7545,1
7546,1
7547,2
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,2
7556,1
7557,1
7558,1
7559,1
7560,1
7561,1
7562,2
7563,2
7564,1
7565,1
7566,1
7567,1
7568,1
7569,2
7570,1
7571,1
7572,1
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,1
7581,2
7582,1
7583,2
7584,1
7585,2
7586,1
7587,1
7588,1
7589,1
7590,1
7591,1
7592,1
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,2
7606,1
7607,1
7608,1
7609,2
7610,1
7611,1
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,1
7621,2
7622,1
7623,2
7624,1
7625,2
7626,1
7627,1
7628,1
7629,1
7630,1
7631,2
7632,1
7633,1
7634,1
7635,1
7636,1
7637,2
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,2
7651,1
7652,1
7653,2
7654,1
7655,1
7656,1
7657,1
7658,1
7659,1
7660,2
7661,1
7662,1
7663,1
7664,1
7665,1
7666,1
7667,1
7668,1
7669,1
7670,1
7671,2
7672,2
7673,1
7674,2
7675,1
7676,2
7677,2
7678,1
7679,1
7680,1
7681,1
7682,1
7683,1
7684,2
7685,1
7686,1
7687,1
7688,1
7689,1
7690,2
7691,1
7692,1
7693,2
7694,1
7695,1
7696,1
7697,1
7698,1
7699,2
7700,1
7701,1
7702,1
7703,1
7704,1
7705,1
7706,1
7707,2
7708,1
7709,2
7710,1
7711,1
7712,1
7713,1
7714,1
7715,1
7716,1
7717,1
7718,1
7719,1
7720,2
7721,1
7722,1
7723,2
7724,2
7725,2
7726,1
7727,1
7728,2
7729,2
7730,1
7731,1
7732,2
7733,1
7734,1
7735,2
7736,1
7737,1
7738,1
7739,1
7740,2
7741,1
7742,2
7743,2
7744,1
7745,2
7746,1
7747,1
7748,1
7749,1
7750,1
7751,1
7752,1
7753,1
7754,1
7755,2
7756,1
7757,1
7758,1
7759,2
7760,1
7761,2
7762,1
7763,1
7764,1
7765,1
7766,2
7767,1
7768,1
7769,1
7770,1
7771,1
7772,1
7773,1
7774,1
7775,2
7776,1
7777,1
7778,1
7779,1
7780,1
7781,1
7782,1
7783,1
7784,1
7785,1
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,2
7795,1
7796,2
7797,1
7798,1
7799,1
7800,1
7801,2
7802,1
7803,1
7804,1
7805,1
7806,1
7807,1
7808,2
7809,1
7810,1
7811,2
7812,1
7813,2
7814,1
7815,1
7816,1
7817,2
7818,1
7819,1
7820,1
7821,1
7822,2
7823,2
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,2
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,2
7838,1
7839,1
7840,1
7841,1
7842,2
7843,1
7844,1
7845,2
7846,1
7847,1
7848,1
7849,1
7850,1
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,1
7858,1
7859,1
7860,1
7861,1
7862,1
7863,1
7864,2
7865,1
7866,1
7867,1
7868,1
7869,1
7870,2
7871,1
7872,1
7873,1
7874,1
7875,2
7876,1
7877,1
7878,1
7879,1
7880,1
7881,2
7882,2
7883,1
7884,1
7885,1
7886,2
7887,2
7888,1
7889,1
7890,2
7891,1
7892,2
7893,1
7894,2
7895,1
7896,2
7897,2
7898,1
7899,2
7900,2
7901,2
7902,2
7903,1
7904,1
7905,2
7906,1
7907,1
7908,1
7909,1
7910,1
7911,2
7912,2
7913,2
7914,2
7915,2
7916,1
7917,2
7918,1
7919,2
7920,2
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,1
7928,2
7929,1
7930,1
7931,1
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,1
7939,1
7940,1
7941,2
7942,1
7943,1
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,2
7952,1
7953,1
7954,2
7955,2
7956,1
7957,1
7958,1
7959,1
7960,1
7961,2
7962,1
7963,1
7964,1
7965,1
7966,1
7967,1
7968,1
7969,2
7970,1
7971,1
7972,1
7973,1
7974,1
7975,2
7976,2
7977,2
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,2
7985,1
7986,1
7987,2
7988,2
7989,1
7990,2
7991,1
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,2
7999,1
8000,1
8001,1
8002,1
8003,1
8004,1
8005,1
8006,1
8007,2
8008,1
8009,2
8010,2
8011,1
8012,1
8013,1
8014,2
8015,1
8016,1
8017,1
8018,2
8019,1
8020,1
8021,2
8022,1
8023,1
8024,2
8025,1
8026,1
8027,1
8028,1
8029,1
8030,1
8031,2
8032,1
8033,1
8034,2
8035,1
8036,1
8037,2
8038,1
8039,1
8040,1
8041,2
8042,2
8043,1
8044,2
8045,1
8046,2
8047,1
8048,1
8049,2
8050,1
8051,2
8052,2
8053,2
8054,1
8055,1
8056,2
8057,2
8058,1
8059,1
8060,2
8061,2
8062,1
8063,1
8064,1
8065,1
8066,1
8067,2
8068,1
8069,1
8070,1
8071,1
8072,1
8073,1
8074,1
8075,1
8076,2
8077,1
8078,1
8079,1
8080,1
8081,1
8082,1
8083,2
8084,1
8085,1
8086,2
8087,2
8088,1
8089,1
8090,1
8091,1
8092,2
8093,1
8094,1
8095,1
8096,1
8097,1
8098,1
8099,1
8100,1
8101,1
8102,1
8103,1
8104,1
8105,1
8106,1
8107,1
8108,2
8109,2
8110,1
8111,1
8112,1
8113,1
8114,1
8115,1
8116,1
8117,2
8118,1
8119,1
8120,1
8121,2
8122,1
8123,2
8124,1
8125,2
8126,2
8127,2
8128,1
8129,1
8130,1
8131,1
8132,1
8133,2
8134,1
8135,1
8136,2
8137,1
8138,2
8139,1
8140,1
8141,1
8142,2
8143,2
8144,2
8145,1
8146,2
8147,1
8148,1
8149,1
8150,1
8151,2
8152,2
8153,2
8154,1
8155,2
8156,1
8157,1
8158,2
8159,1
8160,2
8161,1
8162,1
8163,1
8164,2
8165,1
8166,2
8167,1
8168,1
8169,2
8170,1
8171,2
8172,1
8173,2
8174,1
8175,1
8176,1
8177,1
8178,2
8179,1
8180,1
8181,2
8182,2
8183,1
8184,1
8185,1
8186,1
8187,1
8188,1
8189,2
8190,2
8191,1
8192,2
8193,1
8194,1
8195,2
8196,2
8197,2
8198,2
8199,1
8200,2
8201,1
8202,1
8203,2
8204,1
8205,1
8206,1
8207,1
8208,1
8209,2
8210,1
8211,2
8212,1
8213,1
8214,2
8215,1
8216,2
8217,1
8218,2
8219,1
8220,1
8221,1
8222,1
8223,1
8224,2
8225,1
8226,2
8227,1
8228,1
8229,1
8230,1
8231,1
8232,1
8233,1
8234,2
8235,1
8236,2
8237,1
8238,1
8239,1
8240,2
8241,2
8242,1
8243,1
8244,2
8245,1
8246,1
8247,1
8248,2
8249,1
8250,1
8251,1
8252,2
8253,1
8254,1
8255,1
8256,1
8257,1
8258,1
8259,1
8260,2
8261,1
8262,2
8263,1
8264,2
8265,1
8266,1
8267,1
8268,2
8269,2
8270,2
8271,2
8272,2
8273,2
8274,1
8275,1
8276,1
8277,1
8278,1
8279,1
8280,1
8281,1
8282,1
8283,2
8284,2
8285,2
8286,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,1
8293,1
8294,2
8295,1
8296,1
8297,1
8298,2
8299,1
8300,1
8301,1
8302,1
8303,1
8304,1
8305,1
8306,1
8307,2
8308,1
8309,2
8310,1
8311,2
8312,2
8313,2
8314,1
8315,1
8316,1
8317,1
8318,1
8319,1
8320,1
8321,1
8322,2
8323,2
8324,1
8325,1
8326,1
8327,1
8328,1
8329,1
8330,1
8331,1
8332,1
8333,2
8334,1
8335,1
8336,1
8337,1
8338,1
8339,1
8340,2
8341,1
8342,1
8343,2
8344,1
8345,2
8346,2
8347,2
8348,1
8349,1
8350,1
8351,1
8352,2
8353,1
8354,1
8355,1
8356,2
8357,1
8358,2
8359,2
8360,2
8361,1
8362,1
8363,1
8364,2
8365,1
8366,1
8367,1
8368,2
8369,2
8370,2
8371,1
8372,1
8373,2
8374,1
8375,1
8376,1
8377,1
8378,1
8379,1
8380,2
8381,1
8382,1
8383,1
8384,1
8385,1
8386,1
8387,1
8388,1
8389,1
8390,2
8391,2
8392,1
8393,1
8394,2
8395,1
8396,1
8397,1
8398,1
8399,1
8400,1
8401,1
8402,1
8403,1
8404,2
8405,1
8406,1
8407,1
8408,2
8409,1
8410,1
8411,1
8412,2
8413,1
8414,1
8415,1
8416,1
8417,1
8418,1
8419,1
8420,1
8421,1
8422,1
8423,2
8424,1
8425,1
8426,1
8427,1
8428,1
8429,2
8430,1
8431,1
8432,1
8433,1
8434,1
8435,1
8436,2
8437,1
8438,2
8439,1
8440,1
8441,1
8442,2
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,1
8450,2
8451,1
8452,1
8453,2
8454,1
8455,1
8456,1
8457,2
8458,1
8459,1
8460,1
8461,1
8462,1
8463,1
8464,1
8465,2
8466,1
8467,1
8468,1
8469,2
8470,2
8471,1
8472,1
8473,2
8474,1
8475,1
8476,1
8477,1
8478,2
8479,1
8480,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,2
8487,1
8488,1
8489,1
8490,1
8491,1
8492,1
8493,1
8494,1
8495,2
8496,1
8497,2
8498,2
8499,1
8500,1
8501,1
8502,1
8503,1
8504,2
8505,1
8506,2
8507,1
8508,1
8509,1
8510,2
8511,1
8512,1
8513,1
8514,1
8515,1
8516,2
8517,1
8518,1
8519,2
8520,1
8521,2
8522,1
8523,1
8524,1
8525,1
8526,2
8527,1
8528,2
8529,1
8530,1
8531,2
8532,1
8533,2
8534,2
8535,1
8536,1
8537,1
8538,1
8539,1
8540,2
8541,1
8542,1
8543,1
8544,1
8545,1
8546,2
8547,2
8548,2
8549,2
8550,1
8551,1
8552,1
8553,1
8554,2
8555,1
8556,1
8557,1
8558,1
8559,1
8560,1
8561,2
8562,1
8563,1
8564,1
8565,1
8566,2
8567,2
8568,1
8569,1
8570,1
8571,2
8572,1
8573,2
8574,1
8575,1
8576,2
8577,1
8578,2
8579,1
8580,1
8581,2
8582,1
8583,2
8584,1
8585,1
8586,2
8587,1
8588,1
8589,1
8590,1
8591,1
8592,2
